Brewery_Name,Overall_review,Aroma_review,Appearance_review,Beer_type,Review_taste,Beer_name,Beer_abv
"Bell's Brewery, Inc.",5,5,5,American Barleywine,5,Bell's Batch 2000,10.5
"Bell's Brewery, Inc.",4,4,4.5,American Double / Imperial Stout,4,Dagger Stout,
"Bell's Brewery, Inc.",4.5,4.5,4.5,American Double / Imperial Stout,4.5,Bell's Bourbon Barrel Aged Double Cream Stout,10
"Bell's Brewery, Inc.",4.5,4,4.5,American Double / Imperial Stout,4.5,Bell's Fest Beer,10
"Bell's Brewery, Inc.",4.5,4,4.5,American Double / Imperial IPA,5,The Oracle,10
Tugboat Brewing Company,4,4,3.5,Russian Imperial Stout,4.5,Chernobyl Stout,13
Jamieson Brewery,4,4,4,American Black Ale,3.5,Jamieson Black Beast,7
Jamieson Brewery,4,4.5,4,American Double / Imperial IPA,4.5,Jamieson Son Of A Beast DIPA,9.5
Zero Gravity Craft Brewery / American Flatbread,4,4,4.5,American Black Ale,4,Narconaut Black IPA,
Zero Gravity Craft Brewery / American Flatbread,4,4,3.5,American Double / Imperial IPA,4.5,Ale Communication,7.3
Peg's Cantina & Brewpub / Cycle Brewing,4.5,4.5,4.5,Russian Imperial Stout,4.5,Peg's G.O.O.D. Night Stout,
Peg's Cantina & Brewpub / Cycle Brewing,5,5,5,American Double / Imperial IPA,4.5,Peg's G.O.O.D. Dancing Cody IIPA - Square Dance,
Birrificio Freccia,4,3.5,3,American Barleywine,3.5,Extra 2009,9.5
Fullsteam Brewery,4.5,4,4.5,American Wild Ale,4,Sour First Frost,8.8
La Brasserie du Pays Flamand,4,4,4,Russian Imperial Stout,4,Anosteke Brune,8.5
Brouwerij Bockor N.V.,4,3,4,Lambic - Unblended,3.5,Jong,6
Anderson Valley Brewing Company,4,3.5,3.5,American Barleywine,4.5,Barkley's Sour Horn,9
Anderson Valley Brewing Company,4,4,4,American Black Ale,4,Nettled Madge Black IPA,6.5
Brauerei Schloss Eggenberg,4,4,4,Eisbock,4,Castle Eggenberg Urbock Dunkel Eisbock,9.8
Anderson Valley Brewing Company,4,4,4.5,American Barleywine,4,Gatlin Damnosus,8.8
Anderson Valley Brewing Company,4,4,3.5,American Wild Ale,4,Horse Tongue Wheat,5
Duits & Lauret Speciaalbierbrouwerij,4,3.5,4.5,Foreign / Export Stout,4,Duits & Lauret Stout,6.5
Felstar Brewery & Felstead Vineyard,4.5,5,4.5,Russian Imperial Stout,5,Legless Knight,10.5
Felstar Brewery & Felstead Vineyard,4,4,3.5,Russian Imperial Stout,4,Back Stabber 10,10
Wind Valley Brewery / Rakuno Okoku Kabushiki Kaisha Brewery,5,5,4,Weizenbock,4.5,Wind Valley Darklager Praha,5.5
Hantverksbryggeriet AB,4,3.5,4,Quadrupel (Quad),4,Munken,9.5
Hantverksbryggeriet AB,4,3.5,4.5,Russian Imperial Stout,4,Kosacken,7.5
Blind Tiger Brewery & Restaurant,4,4,3.5,American Double / Imperial IPA,4.5,Interstellar Galactic IPA,8.2
Blind Tiger Brewery & Restaurant,5,3.5,4.5,Russian Imperial Stout,4.5,Grandmother's Whiskey Stout,9
Närke Kulturbryggeri AB,5,4.5,5,Russian Imperial Stout,4.5,Kaggen! Stormaktsporter,10
Närke Kulturbryggeri AB,5,4.5,4,Russian Imperial Stout,4,Stormaktsporter,9
Närke Kulturbryggeri AB,5,5,4.5,Russian Imperial Stout,5,Kaggen! Stormaktsporter Rauch,
Närke Kulturbryggeri AB,4.5,4.5,4,American Double / Imperial IPA,4.5,Huvill,7.8
Närke Kulturbryggeri AB,4,3.5,4,Baltic Porter,4,Black Golding Starkporter,7.2
Närke Kulturbryggeri AB,4.5,5,4.5,Russian Imperial Stout,4.5,Kaggen! Stormaktsporter Pure Swedish Oak,9.5
Närke Kulturbryggeri AB,4,4.5,4.5,Baltic Porter,4.5,Max Golding Starkporter,7.4
Närke Kulturbryggeri AB,4.5,4,4,Russian Imperial Stout,4.5,Konjaks! Stormaktsporter (Cognac Barrel),9.5
Tree Brewing,4,3.5,3.5,American Double / Imperial IPA,3.5,Hophead Double India Pale Ale,8.3
Govnor's Public House Restaurant And Brewery,4,4,4,American Double / Imperial IPA,4,F.I.B.'s Imperial Pale Ale,9.8
Diamond Knot Brewery,4,4,4,American Barleywine,4,Icebreaker Barley Wine,9.3
Diamond Knot Brewery,4.5,4,4,American Double / Imperial IPA,4.5,Shipwreck XXXIPA,
Diamond Knot Brewery,4.5,4.5,5,American Double / Imperial IPA,4.5,Herbert's Legendary Ale,
Greenpoint Beerworks / Kelso of Brooklyn,4.5,4.5,5,American Double / Imperial Stout,4.5,Maple Liquor Barrel Aged Bierkraft 10th Anniversary Stout,
Greenpoint Beerworks / Kelso of Brooklyn,4,3.5,4,American Double / Imperial Stout,4.5,Rye Aged Imperial Stout,10
Greenpoint Beerworks / Kelso of Brooklyn,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Kelso Bourbon Barrel Industrial IPA,11.5
Greenpoint Beerworks / Kelso of Brooklyn,4.5,4.5,4,American Double / Imperial Stout,4,Bierkraft 10th Anniversary Imperial Stout,
Greenpoint Beerworks / Kelso of Brooklyn,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Kelso Industrial Pale Ale,11.5
Greenpoint Beerworks / Kelso of Brooklyn,4,3,4,American Wild Ale,4,Kelso Brett,
Greenpoint Beerworks / Kelso of Brooklyn,4.5,3.5,4.5,Russian Imperial Stout,4.5,Heartland's Oak Aged Bourbon Stout,
Oceanside Ale Works,4,3.5,4,American Double / Imperial IPA,3.5,Dude XXIPA,
Landmark Beer Company,4,4.5,4,Russian Imperial Stout,4,Black Steel Oaked Imperial Stout,10.3
Sly Fox Brewing Company,4,3.5,3.5,Quadrupel (Quad),4,Ichor,10
Sly Fox Brewing Company,4,3.5,4,American Double / Imperial IPA,4,Odyssey Imperial IPA,8.4
Union Station Brewery,4,3.5,4,American Double / Imperial IPA,4,Rusty Griswald,6.5
Evolution Craft Brewing Company,5,4.5,4,American Double / Imperial IPA,5,Lot No6 Double India Pale Ale,9.3
Dragonmead Microbrewery,4,3.5,3.5,Quadrupel (Quad),3.5,Dragonmead Armageddon Grand Cru,11
Evolution Craft Brewing Company,4,4,4,Russian Imperial Stout,4.5,Menagerie #5,10.5
Evolution Craft Brewing Company,4,4,4,American Double / Imperial IPA,4.5,Menagerie #4,9.3
J.J. Bitting Brewing Company,4.5,4,4,American Double / Imperial IPA,4.5,W.H.A.L.E.S. Imperial IPA,7.2
1st City Brewery and Grill,4.5,4.5,4,Baltic Porter,4.5,Monases Molasses,
Saint Boniface Craft Brewing Company,5,5,5,American Double / Imperial IPA,5,Libation,
"Bayern Brewing, Inc.",5,4,4.5,Weizenbock,5,Face Plant Doppelweizen,7.5
Shoreline Brewery And Restaurant,4,4,4,American Black Ale,4.5,Batch 200 Black IPA,
Shoreline Brewery And Restaurant,4,4,4,American Double / Imperial Stout,4,Big Bourbon Series Lost Sailor Imperial Stout,12
Shoreline Brewery And Restaurant,4,4.5,3.5,American Double / Imperial IPA,4,Big Bourbon Series Sum Cens Double IPA,10
Shoreline Brewery And Restaurant,4,4.5,3,American Barleywine,4.5,Big Bourbon Series Discombobulation Celebration Ale,13
Cismontane Brewing Company,4,3.5,4,American Double / Imperial IPA,4,Double Rainbow,8.7
Cismontane Brewing Company,4,4,4,American Double / Imperial Stout,4,Black's Dawn,8
Cismontane Brewing Company,4.5,4,4,American Double / Imperial Stout,4.5,Black's Dawn (3x Berry),8
Cismontane Brewing Company,4,4,3.5,American Double / Imperial Stout,4.5,Black's Dusk (Barrel Aged Black's Dawn),10
Rubicon Brewing Company,4,3.5,4,American Black Ale,4,Capricorn Black Ale,6.5
Rubicon Brewing Company,4,3.5,3.5,American Double / Imperial IPA,4,Hop Sauce (Hopsauce),8.2
Rubicon Brewing Company,4,4,4,American Double / Imperial IPA,3.5,Rex IPA,8.8
Obolon Brewery,4,4,4,Baltic Porter,4.5,Obolon Porter,7
Little Creatures Brewing Company,4,3.5,3.5,Foreign / Export Stout,4,The Dreadnought,7.4
Little Creatures Brewing Company,4,4,4.5,American Double / Imperial IPA,4,The Big Dipper,7.8
Big Sky Brewing Company,4,4,3,American Barleywine,4,Olde Bluehair - Barrel Aged,10.5
Big Sky Brewing Company,4,3.5,4,American Double / Imperial Stout,4,Bottleworks XI Anniversary Ale,11
Big Sky Brewing Company,4.5,4,4,American Barleywine,4.5,Big Sky Blue Hair 2003,
Big Sky Brewing Company,4.5,4.5,4.5,American Barleywine,4,Big Sky Buffalo Trace Barrel Aged Barley Wine,
Big Sky Brewing Company,5,5,4.5,American Double / Imperial Stout,5,Beerbon Imperial Stout 2002,8.2
Big Sky Brewing Company,4,4,4.5,American Barleywine,4.5,Big Sky Barleywine,
Big Sky Brewing Company,4.5,4.5,3.5,American Barleywine,4,Big Sky Old Blue Hair Bourbon Aged 2006,8.75
Big Sky Brewing Company,4,4.5,4.5,Russian Imperial Stout,4.5,Ivan The Terrible,10
Big Sky Brewing Company,4,4,4.5,Russian Imperial Stout,4,Big Sky Imperial Stout,8
Charleville Vineyard Microbrewery,4,4,4,Quadrupel (Quad),3.5,Box Of Chocolate,10.5
Charleville Vineyard Microbrewery,4,3.5,2.5,American Double / Imperial Stout,4.5,Whiskey Scented Santa,11.5
Charleville Vineyard Microbrewery,4,4,4,American Double / Imperial IPA,4,Ale Mucho Hoppo,9
Blue Canoe Brewery,4,3.5,4,American Double / Imperial Stout,4,Black Thunda,12
Detroit Beer Co.,4.5,4,4.5,American Double / Imperial IPA,4,Detroit Beer Co. Hop Grenade,9.6
Detroit Beer Co.,4,4,4,Belgian IPA,4,Detroit Beer Co. Monk's Madness,9.6
Detroit Beer Co.,4,3,4,American Double / Imperial Stout,3.5,Detroit Beer Co. Black Magic,9.1
Baron Brewing,4,4,4,American Barleywine,4,Three Skulls Wreckage,
Baron Brewing,4,4,4,Weizenbock,4.5,Über Weisse,8.5
Baron Brewing,4,4,4,American Wild Ale,4,Citrus Wheat,
De Struise Brouwers,4.5,4,4,Russian Imperial Stout,4.5,Black Albert,13
De Struise Brouwers,4,4,4,Quadrupel (Quad),4.5,St. Amatus 12,10.5
De Struise Brouwers,4,4,4,American Wild Ale,4,Struiselensis,7
De Struise Brouwers,5,4.5,4.5,American Double / Imperial Stout,4.5,Black Damnation V - Double Black,26
De Struise Brouwers,4,3,5,Russian Imperial Stout,4,Cuvee Delphine,13
De Struise Brouwers,4.5,5,4.5,Lambic - Unblended,4.5,Dirty Horse,7
De Struise Brouwers,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Black Damnation III - Black Mes,13
De Struise Brouwers,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Black Damnation II - Mocha Bomb,12
De Struise Brouwers,4,4,4,Belgian IPA,4,Svea IPA,7
De Struise Brouwers,4.5,4.5,4,Quadrupel (Quad),4.5,Pannepot Special Reserve,10
De Struise Brouwers,5,4,4.5,Quadrupel (Quad),5,Pannepot Wild,10
De Struise Brouwers,4,4,4,Quadrupel (Quad),4.5,Pannepøt - Old Monk's Ale,10
De Struise Brouwers,4.5,4,4,Quadrupel (Quad),4.5,Pannepot Grand Reserva,10
De Struise Brouwers,4.5,5,5,Russian Imperial Stout,4.5,Black Damnation XI - Special Kay,22
De Struise Brouwers,4.5,4,4,American Black Ale,4,Black Damnation VIII - S.H.I.T.,12
The Grey Parrot,4,5,4,American Wild Ale,4.5,Red Belgian Ale,
The Grey Parrot,4,4,3,American Wild Ale,4,Dark Lambic,
Fyne Ales Ltd,4.5,4.5,4.5,American Black Ale,4.5,West Highland Black IPA,5.3
Hangar 24 Brewery,4,4.5,4,American Double / Imperial IPA,4,Double IPA (Simcoe Dry Hops),8.75
Hangar 24 Brewery,4,4,4.5,American Black Ale,4,Dirty DIPA,8.5
Hangar 24 Brewery,4,3.5,4,American Double / Imperial IPA,4,Pro-Am 2010,8
Hangar 24 Brewery,4,4,4,American Black Ale,4,India Black Rye Ale,6.8
Denver Beer Co.,4,4,4,American Double / Imperial Stout,4,The Wildnerness,10.2
La Jolla Brew House,5,4.5,4.5,American Double / Imperial IPA,4.5,Big Bad Wolf,8.8
Karbach Brewing Co.,4,4,4,American Double / Imperial IPA,4.5,Rodeo Clown,9.5
Jopen Bier BV Haarlem,4.5,4,4.5,American Barleywine,4.5,Jopen Stripbier 2010; Zwaar Werkbier,10
Jopen Bier BV Haarlem,4.5,4.5,4,Quadrupel (Quad),4.5,Ongelovige Thomas,10
Barley and Hops Grill & Microbrewery,4,4,3.5,American Double / Imperial IPA,4.5,Lust For Lupulin,9
Barley and Hops Grill & Microbrewery,4.5,3.5,3.5,American Double / Imperial IPA,4,Double Duece,9
Straight To Ale,4,4,3.5,Russian Imperial Stout,4.5,Laika's Imperial Stout,9.75
Aldaris,4,4,3.5,Baltic Porter,4,Porteris,6.8
Gourmetbryggeriet,4,3.5,3.5,American Barleywine,4,Gourmetbryggeriet Barley Brew,10.5
Gourmetbryggeriet,5,5,4,American Double / Imperial Stout,5,Grain Barrel Stout,9.8
Market Street Brewing Co. and Restaurant,4,4,3,American Double / Imperial Stout,4.5,The Hibernator,7.5
Uinta Brewing Company,4,4.5,4,American Double / Imperial IPA,4.5,Detour Double India Pale Ale,9.5
Uinta Brewing Company,4,4,4,American Barleywine,3.5,Cockeyed Cooper,11.1
Uinta Brewing Company,4,4,4,American Barleywine,4,Anniversary Barley Wine,10.4
Uinta Brewing Company,4,3.5,4,American Double / Imperial Stout,4.5,Labyrinth Black Ale,13.2
Mill Street Brew Pub,4,4,4,Weizenbock,3.5,Mill Street Weizenbock,7.5
The Livery,4,4.5,3.5,American Wild Ale,4,Unknown Soldier,9
The Livery,4,5,4.5,American Double / Imperial IPA,5,JAK,10.5
The Livery,4,4,4,American Double / Imperial Stout,4,The Taxman,12
The Livery,4,3.5,4,Belgian IPA,4,The 5th Dimension,9.5
The Livery,4,4.5,4,Weizenbock,4.5,Wheat Trippelbock,13
The Livery,4.5,4.5,3.5,American Double / Imperial IPA,4,Batch 50,7.5
The Livery,4,4,4,American Double / Imperial IPA,4.5,Cousin Jax Double IPA,8
The Livery,4.5,5,4,Weizenbock,4.5,Bourbon Cask Aged Wheat Trippelbock,16
The Livery,4,3.5,4,American Black Ale,3.5,Herb Superb Black IPA,6
The Livery,4.5,4.5,4,Quadrupel (Quad),4,Barrel Aged Agent 99,11.99
The Livery,4,4,4,Belgian IPA,4,Fifth Dimension,9
The Livery,4.5,4.5,3.5,American Wild Ale,4.5,Umae Umami,11
The Brew Kettle Taproom & Smokehouse / Production Works,4.5,5,4.5,American Barleywine,5,Ringneck FOTB Wheat Whiskey-Aged Barley Wine,12
The Brew Kettle Taproom & Smokehouse / Production Works,4,4.5,4.5,Baltic Porter,4.5,Bourbon Barrel Aged Collaborative Evil 2010 Baltic Porter,10
The Brew Kettle Taproom & Smokehouse / Production Works,5,4.5,4.5,American Double / Imperial IPA,5,Ringneck Dead Poets Imperial IPA,
The Brew Kettle Taproom & Smokehouse / Production Works,4,4,4,American Double / Imperial IPA,4.5,Old 21 Imperial IPA,9.5
Brouwerij De Molen,5,5,4.5,Russian Imperial Stout,5,Hemel & Aarde Bruichladdich Barrel,10
The Brew Kettle Taproom & Smokehouse / Production Works,4,3.5,4,American Barleywine,4,Ringneck 2005 FOTB Bourbon Aged Barley Wine,10.5
The Brew Kettle Taproom & Smokehouse / Production Works,4,3.5,4,American Barleywine,3.5,Ringneck FOTB Barley Wine,
The Brew Kettle Taproom & Smokehouse / Production Works,4,4,4,Russian Imperial Stout,4,Ringneck Imperial Oatmeal Stout,
The Brew Kettle Taproom & Smokehouse / Production Works,4,4.5,4,American Double / Imperial Stout,4,Tunguska,10.8
The Brew Kettle Taproom & Smokehouse / Production Works,4,3.5,4.5,American Double / Imperial IPA,4,The Brew Kettle Cabo Wabo Old 21 Imperial IPA,9.1
The Brew Kettle Taproom & Smokehouse / Production Works,4,4.5,5,Russian Imperial Stout,4,Bourbon Barrel Aged Tunguska Imperial Stout,11
The Brew Kettle Taproom & Smokehouse / Production Works,4,4,4,American Barleywine,4,Ringneck Bourbon Aged Jackhammer Barleywine,10
Sigtuna Brygghus,4,4,3.5,American Double / Imperial IPA,4.5,Sigtuna Ace Of Spades 2011,15
Sigtuna Brygghus,4,4.5,4.5,Russian Imperial Stout,4,Sigtuna Ace Of Spades,18.5
Sigtuna Brygghus,4,4,4.5,American Double / Imperial IPA,4,Kissmeyer No. 1 Stockholm Syndrome DIPA,9
Sigtuna Brygghus,4,4,4,American Double / Imperial IPA,3.5,Sigtuna Dubbel IPA,10
Barrel House Brewing Company,4,4,4,American Double / Imperial IPA,4.5,Hopped To Hell IPA,11
Delafield Brewhaus,4.5,4.5,4,American Barleywine,4.5,Train Wreck Of Flavor,12
Delafield Brewhaus,4.5,4.5,4.5,Russian Imperial Stout,4,Czar's Choice Russian Imperial Stout (Rye Whiskey),11.5
Lang Creek Brewery,4,4.5,4.5,Russian Imperial Stout,4.5,Thor's Thunder,8.3
"Middle Ages Brewing Co., Ltd.",4,3.5,3.5,American Barleywine,4,Druid Fluid,9.5
Lang Creek Brewery,4,3,3.5,American Double / Imperial IPA,4,Hop Zeppelin,7.7
Old Dominion Brewing Company,4,4.5,3.5,American Barleywine,4,Dominion Millennium Oak Barrel Aged,11.4
Old Dominion Brewing Company,4.5,4,4.5,Russian Imperial Stout,4.5,Dominion Imperial Stout,7.7
Old Dominion Brewing Company,4,4,4,Baltic Porter,3.5,Winter Brew 2008,7
Old Dominion Brewing Company,4,4,4,Baltic Porter,4,Winter Brew 2003,5.8
Old Dominion Brewing Company,4,4,4.5,Russian Imperial Stout,4,Winter Brew 2004,8
Old Dominion Brewing Company,4.5,5,3.5,American Barleywine,4,Dominion Millennium Oak Aged With Brett,11.4
Old Dominion Brewing Company,4,4.5,4.5,American Double / Imperial IPA,5,"29,035-Ft. Double IPA",9.5
Old Dominion Brewing Company,4,4,3.5,American Double / Imperial IPA,4,Old Dominion Hop Mountain DIPA,7.8
Brouwerij De Molen,4.5,4,3,Baltic Porter,5,Tsarina Esra Imperial Porter,11
Old Dominion Brewing Company,4,4,4.5,American Double / Imperial Stout,3.5,Dominion Oak Barrel Vanilla Stout,11
Pale Horse Brewing Company,4,4,3.5,Foreign / Export Stout,4,Pale Horse Export Stout,6
Elk Creek Cafe & Aleworks,4.5,4.5,4,American Double / Imperial IPA,4.5,Hairy John IPA,9
Big Buck Brewery & Steakhouse #1,5,5,5,American Double / Imperial Stout,5,Campfire Joe,17.35
Restaurante Bar Rámuri,4,4,4,American Double / Imperial Stout,3.5,Ramuri Bucefalo,9.3
Oaken Barrel Brewing Company,4,4,4,Baltic Porter,3.5,Snake Pit Porter,6
Three Rivers Eatery And Brewhouse,4,4.5,4.5,American Double / Imperial IPA,4.5,Hop Junkie,9
Blue & Gray Brewing Co.,5,5,5,Russian Imperial Stout,5,Temporary Insanity Imperial Stout,8.8
Deep Creek Brewing Company,4,3,4.5,Foreign / Export Stout,4.5,Big Bear Stout,7.5
Strange Brewing Company,4,4,4,American Barleywine,3.5,American Barleywine,11
Hartwall Helsinki Panimo,4,4,4,Baltic Porter,3.5,Hartwall Suklaa Porter,4.5
Strange Brewing Company,4.5,4,4.5,American Black Ale,4,Tainted Black,6
North Peak Brewing Company,5,4.5,4.5,Belgian IPA,5,Burly Belgo India Pale Ale,6.5
"Middle Ages Brewing Co., Ltd.",4.5,4,5,Russian Imperial Stout,4.5,Dragonslayer,9.5
"Middle Ages Brewing Co., Ltd.",4,4.5,4.5,American Black Ale,4,16th Anniversary India Black Ale,8
Weissbierbrauerei Hopf,4,3.5,4,Weizenbock,4,Hopf Weisser Bock,7
"Middle Ages Brewing Co., Ltd.",4,4,4.5,Russian Imperial Stout,4.5,Oak Aged Dragonslayer,9.2
Allentown Brew Works,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Fegley's Insidious Imperial Stout,9
Cutters Brewing Company,4.5,4,4.5,American Double / Imperial Stout,4.5,Empire Imperial Stout,10
Lightning Brewery,4.5,4,4.5,Baltic Porter,4.5,Black Lightning Porter,8.5
Le Cheval Blanc,4,4,4,American Black Ale,4,India Noire Harvest,5.5
Le Cheval Blanc,4,4,4,Russian Imperial Stout,4.5,Stout Impériale Russe,8.5
Le Cheval Blanc,4,4.5,4,American Double / Imperial IPA,4,Imperial India,8
Hair of the Dog Brewing Company / Brewery and Tasting Room,4,4,4,American Barleywine,3.5,Doggie Claws,11.5
Privatbrauerei Franz Inselkammer KG / Brauerei Aying,4.5,4.5,4.5,Weizenbock,4.5,Ayinger Weizenbock,7.1
Brouwerij Timmermans-John Martin N.V.,4,4,4.5,Flanders Red Ale,3.5,Bourgogne Des Flandres,5
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4,Bat Out Of Hell Oak Aged Version,9.18
Brouwerij De Molen,4.5,4.5,3,Russian Imperial Stout,4.5,Eiken Hel & Verdoemenis,11
Brouwerij De Molen,4,3.5,4.5,Russian Imperial Stout,4,Hemel & Aarde,9.5
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4.5,Steen & Been (Stone & Bone),11.5
Brouwerij De Molen,4,4.5,4,American Double / Imperial IPA,4.5,Amarillo Upgreyde,9.2
Brouwerij De Molen,4,4,4,American Double / Imperial Stout,4,Cuvée 2,11.5
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4.5,De Molen Hot & Spicy,10.2
Brouwerij De Molen,4,5,4,Eisbock,4,De Molen IJsbock Simcoe Dry Hopped,16.4
Brouwerij De Molen,5,5,5,Russian Imperial Stout,5,Ziel & Zaligheid,11
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4.5,Tsarina Esra Reserva,11
Brouwerij De Molen,5,5,4.5,Russian Imperial Stout,5,Black Damnation Molen's 666 Edition,13
Brouwerij De Molen,4.5,4,4.5,Russian Imperial Stout,4.5,Black Damnation Molen's Steam Edition,13
Brouwerij De Molen,4,4.5,2,Russian Imperial Stout,4.5,Gajes & Geteisem,11
Brouwerij De Molen,4.5,4,3.5,American Double / Imperial Stout,4.5,Eer & Geweten (Honor & Conscience),11
Brouwerij De Molen,4,4.5,4.5,American Barleywine,5,Amarillo's Winterwarmer (for PINT),9.2
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4.5,Rasputin Bruichladdich BA,11.4
Brouwerij De Molen,4.5,4.5,4.5,Russian Imperial Stout,4.5,Hel & Verdoemenis MacAllan BA,11
Brouwerij De Molen,4,4.5,4,Russian Imperial Stout,4.5,Hel & Verdoemenis,10.2
Brouwerij De Molen,5,4.5,4,Russian Imperial Stout,5,Hel & Verdoemenis Misto B.A.,12
Brouwerij De Molen,4,4.5,4,Russian Imperial Stout,4,Hel & Verdoemenis Wild Turkey B.A.,10.2
Brouwerij De Molen,4,4,4,Russian Imperial Stout,4,Black Isak,11.2
Brouwerij De Molen,4,4.5,3,Russian Imperial Stout,3.5,Bont & Blauw,11
Brouwerij De Molen,4.5,5,4,American Barleywine,5,De Molen Bommen & Granaten Cascade Dry Hopped,15.2
Brouwerij De Molen,5,5,4.5,Weizenbock,5,Mikkel & Menno,7.2
Brouwerij De Molen,4.5,4.5,4,American Black Ale,5,Stout & Hop,9.2
Brouwerij De Molen,4.5,4,4,Russian Imperial Stout,4.5,Hel & Verdoemenis 666,10
Brouwerij De Molen,4,4,4,Belgian IPA,4,Kannen & Kruiken,6.2
Brouwerij De Molen,4.5,4.5,4.5,American Black Ale,4.5,V Years - 20K,7.2
Brouwerij De Molen,4,4,4,American Double / Imperial Stout,4.5,Kopi Loewak,9.5
Back Street Brewery,4.5,4.5,4.5,American Double / Imperial Stout,4,Murder By Death (Bourbon Barrel Aged),12
Back Street Brewery,4,4.5,4,American Black Ale,4,Whatchamacallit,
Back Street Brewery,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Arnold Stoutzeneggar,9.1
McNeill's Brewery,4,3.5,4,American Double / Imperial Stout,4,McNeill's Dark Angel Imperial Stout,10
McNeill's Brewery,4.5,4.5,4,Russian Imperial Stout,4.5,McNeill's Imperial Stout,7.8
Brasserie Oc'Ale,4,4,4,Flanders Red Ale,4.5,Oc'ale Rouge,6
Jolly Pumpkin Cafe And Brewery Ann Arbor,4,4.5,4,American Double / Imperial IPA,4,Heavy Nettle,9
Jolly Pumpkin Cafe And Brewery Ann Arbor,4,4,4,American Wild Ale,4.5,Spring Sour,
Vintage Brewing Company,4.5,4.5,4,American Double / Imperial Stout,4.5,Max Stout,11
Vintage Brewing Company,4.5,4.5,4,Russian Imperial Stout,4.5,Rye Whiskey Barrel-Aged Maximilian,11
